product_id,product_name,aisle_id,department_id
1463,Organic Milk,84,16
1467,Mozzarella Ciliegine Fresh,21,16
1468,Organic Peeled & Cooked Beets,123,4
1478,Fat Free Ricotta Cheese,108,16
1479,Jalapeno Dip,67,20
1481,Santa Fe Style Salad Cafe Bowl,123,4
1503,Low Fat Cottage Cheese,108,16
1504,Goat Milk Cheese,21,16
1506,Sliced Baby Bellas Mushrooms,123,4
1511,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,84,16
1527,Gourmet Half And Half,53,16
1529,"Parsley, Italian (Flat), New England Grown",16,4
1539,Cauliflower head,83,4
1541,Jumbo Grade A Eggs,86,16
1553,Seriously Sharp Cheddar Cheese Block,21,16
1558,Beef Empanadas,13,20
1559,Cherry Pomegranate Greek Yogurt,120,16
1561,Original Shreds,21,16
1565,Klondike Petite Potatoes,123,4
1566,Forty Spices Hummus,67,20
1569,Cold Shredded Chicken,13,20
1577,Unsweetened Whole Milk Peach Greek Yogurt,120,16
1582,Turkey Pepperoni Slices,96,20
1600,Mediterranean Orzo Salad,1,20
1606,"Yogurt, Coconut Non-Dairy, Low Fat, Blueberry",120,16
1607,English Peas Pack,123,4
1643,French Feta,21,16
1645,Creamed Corn,13,20
1646,Smoked Ham Style Deli Slices,14,20
1672,English Cucumbers,32,4
1698,Chick Pea Salad,67,20
1701,Blarney Castle Smooth & Mild Gouda Style Cheese,2,16
1702,Original Coconut Milk,91,16
1723,Lowfat 2% Milkfat Russian Yogurt,120,16
1729,2% Lactose Free Milk,84,16
1739,Anaheim Peppers,83,4
1750,Simply Pure Hazelnut Coffee Creamer,53,16
1775,Caramel Macchiato Creamer,53,16
1792,Jarlsberg Cheese,21,16
1794,Vanilla  Almond Milk,91,16
1795,Hot Roasted Green Salsa,67,20
1813,Sodel Alm Mlk Wlnut 48,91,16
1815,Parmigiano Reggiano Breadsticks,21,16
1826,Spicy Jalapeno Cream Cheese Spread,108,16
1844,Tropical Pineapple Yogurt Alternative,120,16
1848,Rockin' Raspberry 3.1 Fl Oz,120,16
1851,Mozzarella & Cheddar Cheese Twists Natural Cheese Snacks,21,16
1852,Chef Blends Shredded 4 State Cheddar Cheese,21,16
1890,Organic Large Grade A Eggs,86,16
1897,Yukon Gold Potatoes Bag,83,4
1899,Mini Carrots Bunch,83,4
1908,Greek Blended Cherry Fat Free Yogurt,120,16
1915,Honey Pear Yogurt,120,16
1922,Organic Super Hemp Hummus,67,20
1929,"Zucchini Squash, Baby Courgette",123,4
1934,Cheese Shredded Mozzarella Reduced Fat 2%,21,16
1940,Organic 2% Reduced Fat Milk,84,16
1949,Amish Blue Cheese Wedge,21,16
1951,La Cubana Meal,13,20
1954,Goat Cheese Pyramid,2,16
1956,Scallions,83,4
1960,Nonfat Light & Fit Blueberry Yogurt,120,16
1962,Chocolate Soy,91,16
1969,Plain Cream Cheese,108,16
1972,Havarti Cheese Dill,21,16
2009,Sharp Cheddar Singles,21,16
2014,Low Fat Kefir Cultured Milk Smoothie Lowfat Probiotic Blueberry,120,16
2016,Minzano Tomato,83,4
2017,Organic Cherry Tomatoes On The Vine,83,4
2027,Whips! Peaches 'n Cream Flavored Lowfat Yogurt Mousse,120,16
2030,Apple Smoked Mozzarella Cheese,21,16
2036,Mediterranean Scramble,86,16
2045,Multigrain Sandwich,13,20
2055,Baby Cut Carrots Snack Size Bags,123,4
2057,Reduced Fat Swiss Deli-Thin Slices Cheese,21,16
2058,4# Bag Navel Oranges,123,4
2061,Vanilla Maple Supershake,84,16
2062,Good Life Organic Cherry Tomatoes,83,4
2063,Fresh Ciliegine Mozzarella Cheese,21,16
2068,Greek Strawberry Yogurt,120,16
2076,Honey Smoked Sliced Turkey Breast,96,20
2078,Unsalted Pure Irish Butter,36,16
2079,Hommus Garlic Lovers,67,20
2090,"Milk, Goat",84,16
2108,Pastured Eggs,86,16
2110,Green Bananas,24,4
2121,Cheese Food Alternative American Flavor Slices,91,16
2128,Authentic Recipe Guacamole,67,20
2135,5-Lettuce Mix,123,4
2140,Finely Shredded Cheddar Jack,21,16
2170,Original Strawberry and Mixed Berry Variety Pack Low Fat Yogurt,120,16
2174,Free Range Organic Brown Large Egg,86,16
2178,Natural Deli Slices Gouda Cheese,2,16
2187,Strawberry Milk,84,16
2189,Banana Low-Fat Greek Yogurt,120,16
2210,Large Brown Grade AA Eggs,86,16
2234,Lunchables Ham & Cheddar with Cracker Stackers,96,20
2237,Homemade Salted Butter,36,16
2241,Traditional Ricotta Cheese,108,16
2243,Mango Peach Goat Milk Yogurt Baby Food,120,16
2244,Seasonal Flavor Rotation Hummus,67,20
2266,Brie Couronne,108,16
2286,Cream Cheese With Jalape̱o,67,20
2295,Yellow Bell Pepper,83,4
2305,Baby Persian Cucumbers,123,4
2310,Perfecto,67,20
2314,Whole Milk Ricotta Cheese,108,16
2315,Pullman Green Leaf Salad,123,4
2321,Orange Halo,24,4
2328,Traditional Style Feta,21,16
2344,Organic SprouTofu Savory Baked Tofu,14,20
2360,Lorraine Quiche,13,20
2379,Simply 100 Key Lime Blended Non-Fat Greek Yogurt,120,16
2382,Organic Eggnog,84,16
2408,Feta Crumbled Traditional Cheese,21,16
2413,Carmel Apple Crisp Twist,120,16
2418,Gluten Free Greek Plain Yogurt,120,16
2426,Roasted Green Chile & Jack Cheese Tamales,13,20
2428,Half Time Turkey Breast & American Cheese,96,20
2429,"Seriously Sharp Cheddar Cheese Cracker Cut Slices,",21,16
2433,Meyer Lemons,24,4
2446,Orange Cauliflower,83,4
2447,3 lb Clementines,123,4
2453,Greek Style Kefir,120,16
2461,Crumbles Gorgonzola Cheese,2,16
2469,Italian Salad Blend,123,4
2471,Organic Kale Combo,123,4
2472,Sharp White Cheddar,21,16
2473,West Soymilk,91,16
2481,Natural Deli Style Sliced Swiss Cheese,21,16
2488,Spicy Guacamole,67,20
2502,Sundried Tomato & Basil Spreadable Cheese,2,16
2513,Steam In Bag Broccoli & Cauliflower,123,4
2535,Shaved Parmesan,2,16
2539,Original Potato Salad,1,20
2549,Light Buttery Spread,36,16
2551,Butterscotch Pudding Snacks,71,16
2565,Guacamole Spicy,67,20
2568,Diced Yellow Onions,123,4
2583,Artichoke & Jalapeno Dip,67,20
2588,Wild Wonders Medley Tomato,83,4
2601,Lean Boiled Ham,96,20
2605,Boiler Onions,83,4
2632,Extra Sharp White Cheddar Sticks,21,16
2637,Colby Pepper Jack Snack Bites,21,16
2639,Lemon Blended Non-Fat Greek Yogurt,120,16
2643,Organic Bagged Kale Salad Mix,123,4
2646,Dairy Pure Heavy Whipping Cream,53,16
2665,Triple Zero Chocolate Greek Yogurt,120,16
2668,Whips! Strawberry Mist Yogurt Mousse,120,16
2670,"Yogurt, Organic, Lowfat, Plain",120,16
2711,Tomato Basil Gouda,21,16
2716,Organic Greek Lowfat Yogurt With Strawberries,120,16
2719,"Salad, Chopped, Garden Vegetable",123,4
2720,Whole Milk Yogurt,120,16
2738,Asian Chopped Salad,123,4
2745,Strawberry Explosion/Banana Split Smoothie,120,16
2748,Organic Reduced Fat Omega-3 Milk,84,16
2757,Almond Cashew Unsweetened Almondmilk Cashewmilk Blend,91,16
2758,Black Forest Ham Vacuum Pack,96,20
2780,Diced Red Onions,83,4
2784,"Yogurt, Drinkable, Wild Blueberry",120,16
2787,Creme Brulee Coffee Creamer,53,16
2789,Organic Sorrel,16,4
2791,Organic SprouTofu Hickory BBQ Smoked Tofu,14,20
2798,Shredded Four Cheese Blend,2,16
2805,Soy Chocolate Pudding,71,16
2807,Honey Garlic Marinated Grilled Flank Steak,13,20
2825,Organic Original Hommus,67,20
2839,Original Slices Pepperoni,96,20
2846,Organic Green Onions,83,4
2847,50/50 Spring Mix And Baby Spinach,123,4
2869,Black Cherry 0% Fat Oikos Greek Yogurt,120,16
2873,Vanilla Macadamia Milk,84,16
2886,Strawberry Raspberry Blended Greek Yogurt,120,16
2893,Vegan Gourmet Shreds Fiesta Blend,21,16
2896,Garlic And Herb Goat Cheese,21,16
2901,Merlot BellaVitano Cheese,21,16
2904,USA Endive Lettuce,83,4
2920,Aged Mahon,2,16
2924,Kalamata Olive Tapenade with Sundried Tomato,67,20
2928,Bean and Cheese Gorditas,13,20
2932,American Cheese Singles 16 Count,21,16
2937,Crema Casera,21,16
2941,Broccoli Salad,1,20
2943,"Low Fat, Small Curd 1% Milkfat No Salt Added Cottage Cheese",108,16
2955,Hummus Easy Southwest Black Beans,67,20
2962,"Milk, Reduced Fat, 2% Milkfat",84,16
2965,Sliced Crimini Mushrooms,123,4
2983,Kosher Medium Cheddar Cheese,21,16
2993,Spanish Padron Peppers,123,4
2998,Potatoes Yellow Organic Bag,123,4
3002,Diced Celery & Onions,123,4
3006,Original Vanilla Pudding,71,16
3019,Organic Boneless & Skinless Chicken Breast,83,4
3036,Lacey Swiss Cheese,2,16
3057,Fresh Mild Salsa,67,20
3060,Pepper Jack Cheese Slices,21,16
3066,Organic Balance Milk Protein Shake Dark Chocolate,91,16
3068,White Pumpkin,83,4
3072,Medium Green Salsa,67,20
3091,Organic Minneola,24,4
3097,Smoked Cheddar Cheese,21,16
3105,Cinnabon Classic Cinnamon Roll Coffee Creamer,53,16
3108,Original Lowfat Lemon Burst Yogurt,120,16
3115,Raw Goat Milk Mild Cheddar Cheese,21,16
3120,Sweetango Apple,24,4
3126,Oreo Cookie n' Cream Yogurt,120,16
3144,Brown Sugar Whipped Cream,108,16
3166,Organic Vanilla Nonfat Yogurt,120,16
3174,Sprouted Tofu Plus Organic Super Firm,14,20
3179,Sugar Free Cherry Low Calorie Gelatin Snacks,71,16
3184,Deli Fresh Smoked Ham,96,20
3188,Chayote,83,4
3202,The Original Maraschino Cherries,123,4
3207,Simply 100 Crunch Strawberry Chocolate Truffle Non-Fat Greek Yogurt,120,16
3210,Blended Plain Yogurt,120,16
3216,Reduced Fat Shredded Mexican Four Cheese Blend,21,16
3230,Rich & Creamy Plain Yogurt,120,16
3237,Watercress,83,4
3243,Red Onions,83,4
3246,Organic Sweet Cream Honey Yogurt,120,16
3248,Breakfast Burrito With Potatoes Jack & Cheddar Cheese & Meatless Chorizo,13,20
3265,Mini Seedless Watermelon Pack,32,4
3266,Organic Rainbow Chard Bunch,83,4
3270,Chocolate Hazelnut Snack Pack,71,16
3275,Mozzarella Log,21,16
3280,Extra Firm Silken Tofu,14,20
3281,Russet Potatoes Bag,83,4
3298,Mozzarella String Cheese,21,16
3302,Glazed Ham,96,20
3339,Organic Russet Potato Bag,123,4
3340,Amaretto Cafe Coffee Creamer,53,16
3346,Cashew Chocolate Milk,91,16
3347,Dairy Free 5X Protein Almond Plus Vanilla Almond Milk,91,16
3355,Goldfish 9ct Wg Cheddar,2,16
3372,"Original Unsweetened Coconut, Almond, and Chia Drink",91,16
3382,Organic Eggplant,83,4
3385,Super Firm Tofu,14,20
3390,Papaya,24,4
3393,Apple Cheese Pretzel,123,4
3400,Flip Pumpkin Harvest Crisp Lowfat Greek Yogurt,120,16
3405,Mushroom Spinach & Salsa Tamales With 2 Cheeses,13,20
3407,Reddi Wip Fat Free Whip Cream,53,16
3420,Raw Jack Style Cheese,21,16
3421,Quark Peach,120,16
3434,Coffee Mate Natural Bliss Sweet Creme Coffee Creamer,53,16
3436,Egg Substitute,86,16
3444,Grape Jammers,123,4
3452,Southern Butter Pecan Gourmet Coffee Creamer,53,16
3457,Swedish Style Non-Fat Drinkable Yogurt Plain,120,16
3458,Flip Greek Yogurt Tropical Escape,120,16
3459,Guacamole Dips,67,20
3464,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",83,4
3479,Classic Whipped Cream,53,16
3481,Pineapple,24,4
3493,Baby Red Potatoes,83,4
3513,Organic Blueberry,24,4
3516,Sushi Spicy Tuna Roll Ready To Eat,13,20
3525,"Organic Icelandic, Nonfat, Blueberry Yogurt",120,16
3552,"Bologna, German Brand",96,20
3566,All Natural Hemp Original Non Dairy Beverage,91,16
3573,Organic Green Sauerkraut,108,16
3574,TofuPlus Organic Extra Firm Tofu,14,20
3577,Dairy Whipped Topping,53,16
3583,Unsweetened Coconut Milk Beverage,84,16
3587,Artisan Goat Cheese,21,16
3594,Milk Whole,84,16
3595,Queso Quesadilla Part Skim Milk Cheese,21,16
3598,Organic White Button Mushrooms,83,4
3610,Graziers Raw Jalape̱o Jack Cheese,2,16
3631,Organic Whole Milk French Vanilla Yogurt,120,16
3633,White Eggplant,83,4
3637,Mandarin Box,24,4
3649,Roasted Red Pepper Hummus with Pretzels,67,20
3650,Calabrese Spicy Salami,96,20
3651,Dairy Pure Fresh Half & Half,53,16
3662,Smoked Shaved White Turkey,96,20
3673,Cranberry Walnut Salad,123,4
3676,Regular Cream Cheese Spread,108,16
3687,Organic Mini Cucumber,83,4
3697,Spinach Hummus,67,20
3699,"Chard, Green, New England Grown",83,4
3704,Organic Bunny Butter Parmesan Pasta,13,20
3710,Activia Greek Nonfat Yogurt Blueberry,120,16
3718,Wasabi Cheddar Spreadable Cheese,21,16
3720,Golden Delicious Apples,24,4
3730,"Crumbled Feta Cheese, Fat Free",21,16
3734,Organic Veggie Carnitas,14,20
3751,English Double Devon Cream,53,16
3756,0% Fat Blueberry Greek Yogurt,120,16
3765,Original Whole Fat Lactose Free Milk,91,16
3784,Large Pasteurized Eggs,86,16
3787,Garlic & Herb Butter Stick,36,16
3788,Strawberry 100 Calorie Cottage Doubles,21,16
3789,0% Fat Superfruits Greek Yogurt,120,16
3795,Oven Roasted Chicken,96,20
3797,Swiss Cheese Singles,21,16
3798,Pink Lady Apples,24,4
3800,Hampshire 100% Natural Sour Cream,108,16
3805,Orange Honeydew Melon,24,4
3820,Double Chocolate Flavor Reduced Calorie Pudding Snacks Sugar Free,71,16
3825,Yopa! Greek Nonfat Yogurt With Lowfat Granola & Strawberries,120,16
3836,Spinach And Artichoke Hummus,67,20
3843,Organic Brussels Sprouts,83,4
3856,Deli Fresh Smoked Turkey Breast,96,20
3862,Light & Fit Non Fat Blueberry Greek Yogurt,120,16
3872,Organic Greek Yogurt Peach,120,16
3893,Hazelnut Dairy Free Creamer,53,16
3902,Classic Green Chickpea Natural Hummus,67,20
3917,Flaxmilk 1200 mg Omega-3 Vanilla,123,4
3924,"Yogurt, Creamline, Orange Creme",120,16
3940,Nonfat Cottage Cheese,108,16
3952,Organic Broccoli Crowns,83,4
3958,Dairy Free Cultured Chocolate Coconut Milk,120,16
3959,Bacon Caesar Kit,123,4
3977,Whole Milk Ricotta Con Latte,21,16
3982,Whole Cantaloupe,24,4
3990,Natural Sharp Cheddar Sliced Cheese,21,16
3991,Moms Macaroni Salad,1,20
3999,Bosc Pear,24,4
4011,Colby Jack,2,16
4017,Butternut Squash Yogurt,120,16
4039,Tempt Original Hemp Milk,91,16
4043,Thai Chili Peppers,16,4
4045,Medium Combo Ranchero Salsa,67,20
4060,Strawberry Light & Fit Nonfat Yogurt,120,16
4080,Diced White Onion,123,4
4086,Mint,16,4
4088,American Singles,21,16
4098,Havarti Dill Cheese,21,16
4101,Horseradish Cheddar,2,16
4112,Chopped Salad Bowl Italian Salad with Salami & Turkey,1,20
4121,Organic Red Delicious Apples,24,4
4133,Leafy Romaine Salad Blend,123,4
4136,Living Herbs Potted Living Basil,16,4
4143,Organic Chia Cheeze,108,16
4149,Frozen Organic Blueberries,24,4
4150,Premium Genoa,96,20
4162,Organic Thai Coconut Curry Hummus,67,20
4168,Rutabaga Organic,83,4
4171,Organic Sliced Colby Cheese,108,16
4174,Rich & Creamy Fat-Free Half & Half Ultra-Pasteurized,53,16
4189,"Yogurt, Goat Milk, and Fruit, Banana & Natural Vanilla Bean with Pear, 2+",120,16
4210,Whole Milk,84,16
4216,Light Banana Cream Pie Fat Free Yogurt,120,16
4226,Black Pepper Turkey Breast,96,20
4234,Liquid Eggs 99% Real Egg Product,86,16
4248,Brie Cheese Wedge,2,16
4251,Beef Lasagna Family Size,13,20
4256,Skinny Natural Whipped Topping,108,16
4264,Organic Sweet Pepper Medley,123,4
4266,Vintage English Cheddar Cheese,21,16
4269,Mild Cheddar Cheese,21,16
4274,Vegan Cheddar Style Cheese Slices,21,16
4290,Slim Cut Reduced Fat 2% Milk Sharp Cheddar Cheese,21,16
4294,Spicy Salmon Avocado Roll,13,20
4298,Vintage Extra Sharp White Cheddar Cheese,21,16
4313,Star Wars Italian Sweet Creme Creamer,53,16
4320,Bento Box,13,20
4321,California Endive Farms,123,4
4326,Shredded Gouda,21,16
4331,Premium Deli Smoked Ham,96,20
4350,Mushroom And Ricotta Ravioli,2,16
4355,Greek Nonfat Vanilla Yogurt with M&M's,120,16
4356,Danish Havarti Cheese,2,16
4357,Organic Chocolate Almondmilk Pudding,71,16
4363,Ambrosia Apples,24,4
4364,Creamy Vanilla Pudding Super Snack Pack,71,16
4365,Hummus With Roasted Garlic,67,20
4367,Garlic & Fine Herbs Gournay Cheese,21,16
4369,American Potato Salad,1,20
4372,Hot Guacamole,67,20
4377,Bag of Oranges,24,4
4385,Mozzarella Cheese Sticks,21,16
4390,Calcium Plus Vitamin D Vegetable Oil Spread,36,16
4404,"Le Bon Basil, Zucchini & Parmesan Dip",67,20
4408,Organic Poultry Mix Herbs,16,4
4414,Total 0% with Raspberry Nonfat Greek Strained Yogurt,120,16
4417,Organic Veggie Ground,14,20
4419,Mini Duck Rillette,96,20
4442,Spinach Plus Powergreens!,123,4
4444,"Clotted Cream, English Luxury",53,16
4451,Organic Skim Milk with DHA Omega-3,84,16
4463,Large AA Eggs,86,16
4465,Ataulfo Mangos,24,4
4467,Strawberry Blueberry Drinkable Yogurt,120,16
4471,Mozzarella Finely Shredded Shredded Cheese,21,16
4472,Toasted Coconut Almondmilk Blend,91,16
4514,Reduced Fat Colby-Jack Cheese Sticks,21,16
4518,Organic Pomegranate,24,4
4522,Dill Veggie Dip,67,20
4523,Calamari Tubes & Tentacles,13,20
4527,Chicken Quesadillas,13,20
4532,Reduced Fat Garlic & Herbs Spreadable Cheese,2,16
4534,Greek Yogurt Flip Salted Caramel Crunch,120,16
4535,Colby & Monterey Jack Marbled Chunk Cheese,21,16
4539,Santa Fe Caesar Complete Salad Kit,123,4
4541,Rainier Cherries,24,4
4557,Mango Peach Salsa,67,20
4560,Greek 100 Calories Whips! Strawberry Fat Free Yogurt Mousse,120,16
4562,English Seedless Cucumber,83,4
4564,Pasilla Pepper,83,4
4567,Pecorino Romano Cheese,2,16
4574,Organic Fat Free French Vanilla Yogurt,120,16
4581,McCormick Minced Onion,123,4
4583,Mixed Berry,24,4
4584,Deli Deluxe American Cheese Product,21,16
4592,Monterey Jack Cheese With Jalape̱os Slices,21,16
4595,Italian Dry Salame,96,20
4596,Dark Chocolate Almondmilk,91,16
4597,"Organic Tempeh, Garden Veggie",14,20
4604,Cannoli,13,20
4605,Yellow Onions,83,4
4608,Very Vanilla Soymilk Singles,91,16
4609,Sweet Baby Lettuce,123,4
4614,Burrata alla Panna,21,16
4620,Ginger Root,16,4
4621,Organic Granny Smith Apple Bag,24,4
4633,Chocolate Fudge Pudding Snack,71,16
4638,Lunchables Uploaded 6-inch Turkey & Cheddar Sub Sandwich,13,20
4640,American Cheese Singles 24 Count,21,16
4667,Mozzarella Fine Cut Shredded Cheese,21,16
4671,Red Cabbage,83,4
4675,Boniato Sweet Potato,83,4
4683,Crumbled Feta Cheese,21,16
4689,Mini Vegan Terrine,14,20
